Order_ID,Order_Date,Ship_Date,Sales_Channel,Warehouse_Code,Region,State,City,Customer_Name,Customer_Segment,Product_Category,Product_Name,Unit_Price,Unit_Cost,Quantity,Total_Revenue,Total_Cost,Profit,Discount_Percent,Sales_Rep
SO-14745,2022-07-07,2022-07-13,Online,WARE-MCD2201,Midwest,Iowa,Iowa City,Horizon Pioneer Inc,Government,Electronics,Drone Camera,799.99,400.0,9,6839.91,3600.0,3239.91,5,Emily Johnson
SO-14746,2022-02-05,2022-02-10,Online,WARE-ATL5509,Midwest,Missouri,St. Louis,Unity Swift LLC,Enterprise,Clothing,Rain Jacket,99.99,42.0,12,1139.88,504.0,635.88,5,Lisa Chen
SO-14747,2023-03-30,2023-04-04,Online,WARE-NBV1002,West,New Mexico,Albuquerque,Central Summit Enterprises,Retail,Clothing,Business Casual Shirt,59.99,22.0,15,827.85,330.0,497.85,8,Sarah Mitchell
SO-14748,2022-01-22,2022-01-26,In-Store,WARE-ATL5509,Northeast,New Jersey,Jersey City,National Swift Trading,Corporate,Electronics,Gaming PC,2499.99,1450.0,16,37999.84,23200.0,14799.84,5,Lisa Chen
SO-14749,2024-01-09,2024-01-19,Online,WARE-NBV1002,Southeast,Kentucky,Owensboro,Coastal Atlantic Trading,Government,Electronics,Laptop Pro 15,1299.99,780.0,15,17159.85,11700.0,5459.85,12,Lisa Chen
SO-14750,2022-03-04,2022-03-08,Distributor,WARE-UHY1004,South,Louisiana,Lafayette,Atlantic Advanced Co,Government,Furniture,Office Chair,299.99,145.0,15,3959.85,2175.0,1784.85,12,Michael Brown
SO-14751,2023-02-13,2023-02-18,Online,WARE-UHY1004,Midwest,Missouri,Independence,Core Apex LLC,Government,Office Supplies,Electric Stapler,49.99,19.0,6,290.94,114.0,176.94,3,Emily Johnson
SO-14752,2022-11-23,2022-12-03,Wholesale,WARE-MCD2201,South,Louisiana,Lake Charles,Core Premier Enterprises,Retail,Furniture,Executive Desk,1199.99,620.0,24,24479.76,14880.0,9599.76,15,Sarah Mitchell
SO-14753,2023-02-06,2023-02-09,Wholesale,WARE-ATL5509,South,Alabama,Tuscaloosa,Atlantic Atlantic Group,Retail,Clothing,Summer Dress,79.99,30.0,1,77.59,30.0,47.59,3,Sarah Mitchell
SO-14754,2023-12-27,2024-01-01,Wholesale,WARE-MCD2201,Southeast,West Virginia,Wheeling,Metro Bright Inc,Small Business,Clothing,Swimwear,49.99,19.0,13,630.37,247.0,383.37,3,Lisa Chen
SO-14755,2023-10-19,2023-10-26,Distributor,WARE-MCD2201,Southeast,Maryland,Baltimore,Pioneer Global Distributors,Retail,Electronics,USB-C Hub,79.99,32.0,1,79.99,32.0,47.99,0,David Park
SO-14756,2023-08-04,2023-08-14,In-Store,WARE-ATL5509,Northeast,Rhode Island,Providence,Apex Apex Supply,Government,Clothing,Linen Shirt,54.99,21.0,2,109.98,42.0,67.98,0,Rachel Scott
SO-14757,2023-03-29,2023-04-02,Distributor,WARE-NBV1002,West,Colorado,Fort Collins,Bright Global Corp,Retail,Furniture,Standing Desk,699.99,350.0,1,699.99,350.0,349.99,0,Sarah Mitchell
SO-14758,2023-08-07,2023-08-12,Distributor,WARE-UHY1004,West,New Mexico,Las Cruces,Metro Bright Inc,Small Business,Office Supplies,Desk Organizer,29.99,11.0,22,639.98,242.0,397.98,3,James Carter
SO-14759,2023-03-14,2023-03-19,Distributor,WARE-NBV1002,Northeast,Connecticut,Bridgeport,Unity Apex Supply,Small Business,Electronics,USB Microphone,179.99,78.0,10,1709.9,780.0,929.9,5,Emily Johnson
SO-14760,2022-10-05,2022-10-08,In-Store,WARE-MCD2201,Northeast,Pennsylvania,Erie,Coastal Apex Inc,Corporate,Furniture,Floor Lamp,159.99,72.0,16,2431.84,1152.0,1279.84,5,Lisa Chen
SO-14761,2023-07-23,2023-07-27,In-Store,WARE-NBV1002,Southwest,New Mexico,Albuquerque,Summit Central Commerce,Corporate,Clothing,Rain Jacket,99.99,42.0,18,1583.82,756.0,827.82,12,Robert Adams
SO-14762,2023-02-19,2023-02-21,Wholesale,WARE-PJW3508,Northeast,Connecticut,Hartford,Horizon Bright Solutions,Retail,Furniture,Glass Desk,799.99,400.0,6,4415.94,2400.0,2015.94,8,Sarah Mitchell
SO-14763,2023-01-12,2023-01-19,Wholesale,WARE-PJW3508,Southwest,Alaska,Ketchikan,Core Digital Group,Government,Clothing,Casual Pants,69.99,28.0,1,64.39,28.0,36.39,8,Amanda Torres
SO-14764,2022-08-04,2022-08-10,Online,WARE-MCD2201,Southwest,Colorado,Lakewood,Atlantic Global Retail,Government,Office Supplies,Ergonomic Mouse,59.99,24.0,5,299.95,120.0,179.95,0,Emily Johnson
SO-14765,2023-09-26,2023-10-01,Online,WARE-MCD2201,Northeast,Pennsylvania,Allentown,Central Central Supply,Retail,Clothing,Polo Shirt,44.99,18.0,2,87.28,36.0,51.28,3,Lisa Chen
SO-14766,2023-01-22,2023-01-27,Distributor,WARE-NBV1002,Southeast,Delaware,Wilmington,Pacific Summit Solutions,Retail,Office Supplies,Tape Dispenser,24.99,9.0,1,22.49,9.0,13.49,10,Lisa Chen
SO-14767,2022-04-30,2022-05-10,In-Store,WARE-PJW3508,Southeast,Maryland,Bowie,Central Advanced Inc,Enterprise,Office Supplies,Copier Machine,1299.99,680.0,16,20799.84,10880.0,9919.84,0,Michael Brown
SO-14768,2023-06-19,2023-06-25,Online,WARE-ATL5509,South,Louisiana,New Orleans,Bright Core LLC,Retail,Office Supplies,Card Reader,39.99,15.0,12,455.88,180.0,275.88,5,Amanda Torres
SO-14769,2024-01-16,2024-01-20,Online,WARE-ATL5509,Northeast,Maine,Bangor,Global Elite Supply,Retail,Clothing,Velvet Blazer,179.99,80.0,8,1223.92,640.0,583.92,15,Kevin Williams
SO-14770,2024-01-19,2024-01-24,Wholesale,WARE-NBV1002,South,Georgia,Atlanta,Pioneer Sterling Group,Corporate,Electronics,Smart Lock,249.99,115.0,7,1609.93,805.0,804.93,8,Sarah Mitchell
SO-14771,2023-09-16,2023-09-22,Wholesale,WARE-NBV1002,South,Mississippi,Meridian,Advanced Bright Enterprises,Government,Office Supplies,Card Reader,39.99,15.0,15,599.85,225.0,374.85,0,Emily Johnson
SO-14772,2023-11-29,2023-12-01,Wholesale,WARE-UHY1004,Midwest,Kansas,Olathe,Atlantic Global Supply,Enterprise,Clothing,Board Shorts,54.99,21.0,27,1440.18,567.0,873.18,3,Lisa Chen
SO-14773,2022-04-19,2022-04-29,Wholesale,WARE-NBV1002,South,Florida,Orlando,Pioneer Summit Corp,Corporate,Furniture,Credenza,649.99,320.0,18,10763.82,5760.0,5003.82,8,David Park
SO-14774,2023-01-01,2023-01-06,Online,WARE-NBV1002,Southeast,Maryland,Gaithersburg,Metro Sterling Corp,Small Business,Clothing,Holiday Sweater,69.99,28.0,14,930.86,392.0,538.86,5,Amanda Torres
SO-14775,2022-11-03,2022-11-08,In-Store,WARE-PJW3508,Midwest,Nebraska,Grand Island,Premier Pacific Supply,Government,Office Supplies,Stapler Heavy Duty,29.99,11.0,26,779.74,286.0,493.74,0,Kevin Williams
SO-14776,2022-11-26,2022-12-01,Online,WARE-UHY1004,Southwest,Hawaii,Kapolei,Atlantic National LLC,Government,Furniture,Executive Desk,1199.99,620.0,25,29999.75,15500.0,14499.75,0,David Park
SO-14777,2024-03-17,2024-03-21,In-Store,WARE-UHY1004,Southeast,Virginia,Newport News,Central Horizon Supply,Corporate,Electronics,AirPods Pro,249.99,135.0,17,3824.83,2295.0,1529.83,10,Amanda Torres
SO-14778,2023-10-20,2023-10-24,Distributor,WARE-ATL5509,Northeast,Massachusetts,Worcester,Unity Bright Co,Small Business,Furniture,Standing Desk,699.99,350.0,8,5151.92,2800.0,2351.92,8,Amanda Torres
SO-14779,2022-10-13,2022-10-18,Online,WARE-ATL5509,Southeast,Virginia,Richmond,Sterling Pioneer Enterprises,Enterprise,Clothing,Athleisure Set,119.99,50.0,10,1199.9,500.0,699.9,0,Lisa Chen
SO-14780,2022-06-11,2022-06-17,In-Store,WARE-ATL5509,Midwest,Nebraska,Grand Island,Advanced Pacific Supply,Corporate,Furniture,Credenza,649.99,320.0,16,10399.84,5120.0,5279.84,0,Amanda Torres
SO-14781,2023-08-23,2023-09-06,In-Store,WARE-ATL5509,West,Washington,Bellevue,Advanced Sterling Corp,Retail,Electronics,Action Camera,349.99,170.0,20,6649.8,3400.0,3249.8,5,Emily Johnson
SO-14782,2022-11-14,2022-11-19,Online,WARE-UHY1004,South,Louisiana,Lafayette,Pioneer Advanced Enterprises,Corporate,Electronics,Laptop Pro 15,1299.99,780.0,13,16054.87,10140.0,5914.87,5,James Carter
SO-14783,2022-02-13,2022-02-15,In-Store,WARE-ATL5509,West,Colorado,Denver,Premier Advanced Corp,Government,Clothing,Linen Pants,64.99,26.0,18,1029.42,468.0,561.42,12,Amanda Torres
SO-14784,2022-07-22,2022-08-01,Online,WARE-ATL5509,Southwest,Hawaii,Kapolei,Bright Swift Group,Retail,Clothing,Fleece Hoodie,74.99,30.0,6,382.44,180.0,202.44,15,Lisa Chen
SO-14785,2023-06-27,2023-07-07,Distributor,WARE-MCD2201,Southeast,Delaware,Wilmington,Sterling Unity Corp,Enterprise,Furniture,Partition Wall,349.99,168.0,11,3272.39,1848.0,1424.39,15,Sarah Mitchell
SO-14786,2024-01-13,2024-01-18,Wholesale,WARE-ATL5509,Northeast,New Hampshire,Dover,Global Central LLC,Small Business,Electronics,Gaming Console,499.99,250.0,9,4499.91,2250.0,2249.91,0,Kevin Williams
SO-14787,2024-02-18,2024-02-22,Distributor,WARE-NBV1002,Midwest,Iowa,Cedar Rapids,Digital Premier LLC,Government,Electronics,Laptop Pro 13,1099.99,650.0,13,14299.87,8450.0,5849.87,0,Robert Adams
SO-14788,2022-11-11,2022-11-15,Distributor,WARE-ATL5509,South,Mississippi,Jackson,Sterling Core Commerce,Corporate,Clothing,Sports Jacket,109.99,46.0,5,505.95,230.0,275.95,8,Sarah Mitchell
SO-14789,2023-12-17,2023-12-20,In-Store,WARE-PJW3508,West,Nevada,Henderson,Apex Global Co,Retail,Furniture,Conference Table,999.99,520.0,3,2849.97,1560.0,1289.97,5,Kevin Williams
SO-14790,2023-05-13,2023-05-16,Wholesale,WARE-ATL5509,Northeast,New Jersey,Newark,National Elite Commerce,Small Business,Office Supplies,Desk Organizer,29.99,11.0,1,28.49,11.0,17.49,5,Kevin Williams
SO-14791,2022-09-04,2022-09-10,Online,WARE-NBV1002,South,South Carolina,Charleston,Swift Horizon Co,Retail,Electronics,Wireless Headphones,249.99,99.0,17,4249.83,1683.0,2566.83,0,Michael Brown
SO-14792,2024-01-15,2024-01-19,In-Store,WARE-PJW3508,South,Georgia,Columbus,Horizon Coastal Inc,Retail,Office Supplies,Calligraphy Set,39.99,15.0,9,349.11,135.0,214.11,3,Amanda Torres
SO-14793,2022-10-20,2022-10-24,Wholesale,WARE-UHY1004,South,South Carolina,Greenville,Premier Central Co,Government,Furniture,Glass Desk,799.99,400.0,16,12799.84,6400.0,6399.84,0,Emily Johnson
SO-14794,2022-08-30,2022-09-05,In-Store,WARE-MCD2201,Southwest,Utah,West Valley City,Elite Premier Corp,Enterprise,Furniture,Adjustable Monitor Stand,129.99,58.0,7,909.93,406.0,503.93,0,David Park
SO-14795,2023-11-30,2023-12-06,Online,WARE-ATL5509,Northeast,Maine,Bangor,Digital National Inc,Corporate,Office Supplies,Heavy Duty Punch,79.99,34.0,20,1599.8,680.0,919.8,0,Rachel Scott
SO-14796,2022-04-23,2022-04-28,Distributor,WARE-UHY1004,Southwest,Nevada,Reno,Apex Core Enterprises,Small Business,Office Supplies,Flip Chart,69.99,29.0,6,407.34,174.0,233.34,3,Kevin Williams
SO-14797,2022-08-14,2022-08-19,Online,WARE-ATL5509,Southwest,Utah,West Valley City,Core Swift Inc,Small Business,Electronics,Portable Charger,79.99,34.0,20,1519.8,680.0,839.8,5,Rachel Scott
SO-14798,2023-01-12,2023-01-16,Distributor,WARE-PJW3508,South,Mississippi,Hattiesburg,Pioneer Advanced Supply,Enterprise,Clothing,Linen Pants,64.99,26.0,3,185.22,78.0,107.22,5,Michael Brown
SO-14799,2022-05-31,2022-06-05,In-Store,WARE-UHY1004,South,South Carolina,Spartanburg,National Elite Co,Retail,Office Supplies,Desk Organizer,29.99,11.0,14,419.86,154.0,265.86,0,Lisa Chen
SO-14800,2022-12-15,2022-12-19,Wholesale,WARE-PJW3508,Midwest,Iowa,Cedar Rapids,Elite Pacific LLC,Small Business,Clothing,Linen Pants,64.99,26.0,8,441.92,208.0,233.92,15,Sarah Mitchell
SO-14801,2023-12-13,2023-12-18,Wholesale,WARE-NBV1002,South,Mississippi,Biloxi,Digital Metro Solutions,Retail,Furniture,Bookshelf,249.99,110.0,27,6412.23,2970.0,3442.23,5,Sarah Mitchell
SO-14802,2024-03-19,2024-03-23,Online,WARE-NBV1002,Midwest,Nebraska,Omaha,Premier Apex Solutions,Small Business,Office Supplies,Whiteboard,159.99,72.0,8,1177.52,576.0,601.52,8,Lisa Chen
SO-14803,2024-01-18,2024-01-24,In-Store,WARE-UHY1004,Southeast,Maryland,Baltimore,Pacific National Enterprises,Corporate,Electronics,Digital Whiteboard,1999.99,1100.0,8,15999.92,8800.0,7199.92,0,Robert Adams
SO-14804,2023-07-08,2023-07-15,Wholesale,WARE-ATL5509,South,Texas,Dallas,Metro Coastal Commerce,Retail,Clothing,Sports Jacket,109.99,46.0,7,708.33,322.0,386.33,8,David Park
SO-14805,2023-09-30,2023-10-07,Wholesale,WARE-PJW3508,South,Texas,Corpus Christi,Swift Central Group,Retail,Electronics,Portable Charger,79.99,34.0,14,985.46,476.0,509.46,12,Kevin Williams
SO-14806,2024-03-11,2024-03-14,Distributor,WARE-ATL5509,Northeast,Connecticut,Waterbury,Summit Core Commerce,Small Business,Furniture,TV Stand,249.99,118.0,3,749.97,354.0,395.97,0,Kevin Williams
SO-14807,2023-03-30,2023-04-03,Wholesale,WARE-UHY1004,South,Alabama,Birmingham,Coastal Core Co,Small Business,Office Supplies,Document Scanner,299.99,145.0,12,3059.88,1740.0,1319.88,15,James Carter
SO-14808,2022-11-27,2022-12-01,Online,WARE-NBV1002,Southwest,Arizona,Tucson,Core Coastal Distributors,Government,Electronics,Smart Speaker,199.99,90.0,15,2909.85,1350.0,1559.85,3,David Park
SO-14809,2022-04-06,2022-04-10,In-Store,WARE-UHY1004,West,Arizona,Phoenix,Central Pioneer Distributors,Government,Electronics,VR Headset,599.99,280.0,13,7409.87,3640.0,3769.87,5,David Park
SO-14810,2023-08-22,2023-08-25,Online,WARE-UHY1004,Midwest,Nebraska,Grand Island,Global Sterling Enterprises,Small Business,Office Supplies,Stapler Heavy Duty,29.99,11.0,2,59.98,22.0,37.98,0,Robert Adams
SO-14811,2022-07-14,2022-07-17,Online,WARE-NBV1002,West,California,Los Angeles,Core Digital Group,Enterprise,Furniture,Hallway Table,279.99,132.0,20,5319.8,2640.0,2679.8,5,Emily Johnson
SO-14812,2024-02-20,2024-02-26,In-Store,WARE-UHY1004,Southeast,Delaware,Smyrna,Sterling Advanced Corp,Retail,Office Supplies,Label Printer,179.99,82.0,6,1079.94,492.0,587.94,0,Sarah Mitchell
SO-14813,2023-09-29,2023-10-02,In-Store,WARE-NBV1002,West,California,San Francisco,Core Elite Supply,Small Business,Electronics,Satellite Phone,799.99,420.0,16,11263.84,6720.0,4543.84,12,Sarah Mitchell
SO-14814,2023-03-01,2023-03-08,Wholesale,WARE-NBV1002,Northeast,Massachusetts,Springfield,Horizon Unity Co,Enterprise,Electronics,Laptop Pro 15,1299.99,780.0,2,2209.98,1560.0,649.98,15,Robert Adams
SO-14815,2023-04-14,2023-04-21,Online,WARE-ATL5509,Southwest,New Mexico,Roswell,National Atlantic Inc,Enterprise,Clothing,Swimwear,49.99,19.0,13,597.87,247.0,350.87,8,Lisa Chen
SO-14816,2022-08-08,2022-08-12,Distributor,WARE-MCD2201,South,Florida,Fort Lauderdale,Premier Horizon LLC,Small Business,Office Supplies,Document Scanner,299.99,145.0,14,4073.86,2030.0,2043.86,3,Lisa Chen
SO-14817,2022-08-22,2022-09-05,Distributor,WARE-PJW3508,Northeast,Maine,South Portland,Apex Metro Distributors,Enterprise,Office Supplies,Filing Cabinet,199.99,95.0,6,1079.94,570.0,509.94,10,Kevin Williams
SO-14818,2023-08-19,2023-09-02,Wholesale,WARE-ATL5509,South,Florida,Boca Raton,Pacific Coastal LLC,Retail,Furniture,Adjustable Monitor Stand,129.99,58.0,8,1039.92,464.0,575.92,0,David Park
SO-14819,2022-06-16,2022-06-23,Distributor,WARE-ATL5509,South,Texas,Corpus Christi,Horizon Apex Commerce,Small Business,Office Supplies,Tape Dispenser,24.99,9.0,6,142.44,54.0,88.44,5,David Park
SO-14820,2022-04-15,2022-04-21,Online,WARE-UHY1004,South,South Carolina,Columbia,Swift Swift LLC,Government,Clothing,Formal Jacket,129.99,55.0,7,773.43,385.0,388.43,15,Lisa Chen
SO-14821,2023-11-20,2023-11-30,In-Store,WARE-UHY1004,West,Idaho,Pocatello,Pioneer Unity Trading,Enterprise,Office Supplies,Projector,699.99,340.0,16,10863.84,5440.0,5423.84,3,Robert Adams
SO-14822,2022-05-28,2022-06-01,Distributor,WARE-UHY1004,Southwest,Nevada,Henderson,Atlantic Advanced Retail,Small Business,Furniture,Glass Desk,799.99,400.0,14,11199.86,5600.0,5599.86,0,James Carter
SO-14823,2023-04-08,2023-04-10,Online,WARE-MCD2201,Midwest,Missouri,Columbia,Atlantic Summit Solutions,Enterprise,Furniture,Lateral File Cabinet,399.99,192.0,14,5151.86,2688.0,2463.86,8,Emily Johnson
SO-14824,2022-11-15,2022-11-29,Online,WARE-UHY1004,Midwest,Michigan,Detroit,Unity Bright Group,Corporate,Electronics,Wireless Router,199.99,85.0,18,3167.82,1530.0,1637.82,12,David Park
SO-14825,2023-06-14,2023-06-20,Distributor,WARE-ATL5509,Southeast,West Virginia,Morgantown,Coastal Swift Enterprises,Enterprise,Clothing,Holiday Sweater,69.99,28.0,2,139.98,56.0,83.98,0,Sarah Mitchell
SO-14826,2024-01-01,2024-01-04,Distributor,WARE-ATL5509,Southwest,Arizona,Chandler,Horizon Coastal Retail,Retail,Clothing,Swimwear,49.99,19.0,14,664.86,266.0,398.86,5,David Park
SO-14827,2023-01-12,2023-01-16,Distributor,WARE-MCD2201,West,Arizona,Chandler,Horizon Digital Supply,Government,Office Supplies,Stapler Heavy Duty,29.99,11.0,2,59.98,22.0,37.98,0,Michael Brown
SO-14828,2023-04-25,2023-04-29,Online,WARE-NBV1002,Southwest,Nevada,Reno,Digital Swift Corp,Corporate,Furniture,Office Chair,299.99,145.0,13,3704.87,1885.0,1819.87,5,Emily Johnson
SO-14829,2022-06-13,2022-06-16,Online,WARE-PJW3508,West,Utah,Orem,Summit Advanced Corp,Retail,Office Supplies,Laminator,89.99,40.0,18,1457.82,720.0,737.82,10,Lisa Chen
SO-14830,2023-05-20,2023-06-03,Wholesale,WARE-ATL5509,South,Alabama,Huntsville,Summit Coastal Enterprises,Government,Electronics,Kindle Paperwhite,139.99,62.0,2,251.98,124.0,127.98,10,Emily Johnson
SO-14831,2022-02-09,2022-02-13,Online,WARE-NBV1002,Northeast,New York,Buffalo,Horizon Digital Distributors,Corporate,Electronics,Smart Watch,399.99,180.0,9,3599.91,1620.0,1979.91,0,Robert Adams
SO-14832,2023-05-30,2023-06-03,Distributor,WARE-NBV1002,Northeast,Rhode Island,Cranston,Core Pioneer Solutions,Retail,Office Supplies,Whiteboard,159.99,72.0,18,2447.82,1296.0,1151.82,15,Robert Adams
SO-14833,2023-01-29,2023-02-01,Online,WARE-MCD2201,West,Washington,Everett,Apex Sterling Co,Retail,Electronics,MacBook Pro 16,2499.99,1650.0,7,15399.93,11550.0,3849.93,12,Amanda Torres
SO-14834,2023-10-14,2023-10-20,Distributor,WARE-NBV1002,Southwest,Alaska,Juneau,Pioneer Pacific Trading,Small Business,Clothing,Casual Pants,69.99,28.0,2,128.78,56.0,72.78,8,David Park
SO-14835,2022-02-08,2022-02-12,In-Store,WARE-UHY1004,Midwest,Wisconsin,Kenosha,Sterling Atlantic Solutions,Government,Office Supplies,Desk Organizer,29.99,11.0,9,269.91,99.0,170.91,0,Amanda Torres
SO-14836,2022-01-07,2022-01-11,In-Store,WARE-PJW3508,West,Idaho,Idaho Falls,Metro Central Retail,Retail,Electronics,Laptop Pro 13,1099.99,650.0,17,17764.83,11050.0,6714.83,5,David Park
SO-14837,2022-07-18,2022-07-25,Wholesale,WARE-UHY1004,South,Tennessee,Clarksville,Elite Central Inc,Corporate,Electronics,Bluetooth Speaker,149.99,58.0,12,1745.88,696.0,1049.88,3,Emily Johnson
SO-14838,2022-02-09,2022-02-11,Wholesale,WARE-ATL5509,West,Utah,Salt Lake City,Horizon National Trading,Corporate,Office Supplies,Ink Tank Printer,399.99,195.0,16,6207.84,3120.0,3087.84,3,Emily Johnson
SO-14839,2022-01-17,2022-01-23,Wholesale,WARE-NBV1002,Northeast,Vermont,Montpelier,Advanced Coastal Retail,Corporate,Clothing,Holiday Sweater,69.99,28.0,15,1049.85,420.0,629.85,0,Lisa Chen
SO-14840,2023-08-17,2023-08-22,Online,WARE-MCD2201,Midwest,Nebraska,Lincoln,Advanced Advanced Distributors,Corporate,Electronics,External SSD,129.99,55.0,10,1260.9,550.0,710.9,3,Lisa Chen
SO-14841,2023-12-17,2023-12-22,Distributor,WARE-MCD2201,Southeast,North Carolina,Raleigh,Summit Pioneer Solutions,Enterprise,Clothing,Country Boots,119.99,52.0,12,1439.88,624.0,815.88,0,Sarah Mitchell
SO-14842,2023-10-11,2023-10-16,Distributor,WARE-NBV1002,Southeast,Maryland,Rockville,National Central Group,Government,Electronics,USB Microphone,179.99,78.0,2,359.98,156.0,203.98,0,Sarah Mitchell
SO-14843,2022-08-12,2022-08-16,Distributor,WARE-PJW3508,Southwest,Alaska,Anchorage,National Coastal Group,Small Business,Clothing,Running Shoes,89.99,38.0,5,436.45,190.0,246.45,3,Kevin Williams
SO-14844,2024-01-29,2024-02-02,Wholesale,WARE-PJW3508,Northeast,New Jersey,Jersey City,Apex Unity LLC,Government,Office Supplies,Projector,699.99,340.0,13,8644.87,4420.0,4224.87,5,Michael Brown
SO-14845,2023-06-01,2023-06-06,Wholesale,WARE-MCD2201,West,Washington,Tacoma,Core Atlantic Solutions,Enterprise,Office Supplies,Ink Tank Printer,399.99,195.0,15,5699.85,2925.0,2774.85,5,James Carter
SO-14846,2022-04-08,2022-04-14,Online,WARE-UHY1004,Southwest,Hawaii,Kaneohe,Global Central Inc,Enterprise,Furniture,TV Stand,249.99,118.0,15,3187.35,1770.0,1417.35,15,Amanda Torres
SO-14847,2023-09-24,2023-09-30,Wholesale,WARE-NBV1002,Northeast,Vermont,Burlington,Advanced Swift Distributors,Enterprise,Office Supplies,Wireless Keyboard,89.99,38.0,17,1529.83,646.0,883.83,0,Amanda Torres
SO-14848,2023-02-06,2023-02-08,Wholesale,WARE-ATL5509,Northeast,Vermont,Barre,Global Premier LLC,Retail,Furniture,Bar Cart,299.99,140.0,11,3299.89,1540.0,1759.89,0,David Park
SO-14849,2023-07-25,2023-07-31,Online,WARE-UHY1004,Midwest,Iowa,Des Moines,Coastal Pioneer Trading,Enterprise,Furniture,Floor Lamp,159.99,72.0,15,2399.85,1080.0,1319.85,0,David Park
SO-14850,2022-12-22,2022-12-25,Online,WARE-UHY1004,West,Oregon,Eugene,Pacific Central Corp,Retail,Clothing,Running Shoes,89.99,38.0,7,598.43,266.0,332.43,5,Sarah Mitchell
SO-14851,2022-10-21,2022-10-26,Wholesale,WARE-ATL5509,Midwest,Michigan,Grand Rapids,Apex Atlantic Group,Corporate,Furniture,Credenza,649.99,320.0,13,7435.87,4160.0,3275.87,12,Rachel Scott
SO-14852,2024-01-22,2024-01-26,In-Store,WARE-MCD2201,Midwest,Kansas,Wichita,Swift Metro Inc,Small Business,Furniture,Ergonomic Chair Pro,449.99,218.0,13,5557.37,2834.0,2723.37,5,Rachel Scott
SO-14853,2022-04-19,2022-04-22,Distributor,WARE-NBV1002,Northeast,Maine,Portland,Core Metro Solutions,Government,Furniture,Corner Desk,699.99,345.0,5,3499.95,1725.0,1774.95,0,Emily Johnson
SO-14854,2024-03-03,2024-03-17,Online,WARE-MCD2201,West,Oregon,Gresham,Bright Advanced Trading,Government,Office Supplies,Paper Shredder,129.99,62.0,8,987.92,496.0,491.92,5,Sarah Mitchell
SO-14855,2022-04-22,2022-04-27,In-Store,WARE-NBV1002,Southwest,Nevada,Sparks,Premier Summit Corp,Corporate,Furniture,Glass Desk,799.99,400.0,8,6079.92,3200.0,2879.92,5,Michael Brown
SO-14856,2022-11-15,2022-11-22,In-Store,WARE-NBV1002,South,Tennessee,Nashville,Digital Global Co,Small Business,Electronics,4K Camera,1199.99,600.0,33,33659.67,19800.0,13859.67,15,James Carter
SO-14857,2022-12-17,2022-12-21,Online,WARE-UHY1004,West,California,Fresno,Unity Advanced Solutions,Government,Office Supplies,Label Maker,59.99,24.0,22,1319.78,528.0,791.78,0,Rachel Scott
SO-14858,2022-03-20,2022-03-25,Wholesale,WARE-MCD2201,South,Oklahoma,Broken Arrow,Pacific Advanced Commerce,Enterprise,Furniture,Modular Sofa,1499.99,750.0,1,1274.99,750.0,524.99,15,Robert Adams
SO-14859,2022-06-20,2022-06-27,Online,WARE-MCD2201,West,Colorado,Denver,Swift Swift Enterprises,Government,Electronics,External SSD,129.99,55.0,3,389.97,165.0,224.97,0,Kevin Williams
SO-14860,2022-02-27,2022-03-02,Wholesale,WARE-ATL5509,South,Georgia,Macon,Unity Global LLC,Corporate,Office Supplies,Flip Chart,69.99,29.0,3,209.97,87.0,122.97,0,Amanda Torres
SO-14861,2023-04-20,2023-04-26,Online,WARE-ATL5509,South,Georgia,Macon,Digital Horizon Corp,Government,Electronics,NAS Storage,899.99,450.0,12,10799.88,5400.0,5399.88,0,Rachel Scott
SO-14862,2022-02-27,2022-03-04,Online,WARE-UHY1004,Northeast,Vermont,Barre,National Advanced Inc,Retail,Furniture,Accent Table,199.99,92.0,11,2089.89,1012.0,1077.89,5,Amanda Torres
SO-14863,2024-03-31,2024-04-05,Distributor,WARE-UHY1004,Northeast,Vermont,Burlington,Core Bright Solutions,Corporate,Clothing,Casual Pants,69.99,28.0,15,1018.35,420.0,598.35,3,David Park
SO-14864,2023-06-14,2023-06-21,In-Store,WARE-ATL5509,Northeast,Massachusetts,Lowell,Atlantic Unity Solutions,Small Business,Clothing,Running Shoes,89.99,38.0,5,449.95,190.0,259.95,0,James Carter
SO-14865,2023-08-19,2023-08-24,Online,WARE-MCD2201,Northeast,New Jersey,Paterson,Core Digital Trading,Retail,Office Supplies,Projector,699.99,340.0,10,6159.9,3400.0,2759.9,12,Sarah Mitchell
SO-14866,2024-02-03,2024-02-06,Wholesale,WARE-UHY1004,Northeast,New Hampshire,Concord,Bright Premier Inc,Retail,Clothing,Formal Jacket,129.99,55.0,2,259.98,110.0,149.98,0,Kevin Williams
SO-14867,2023-11-16,2023-11-23,In-Store,WARE-ATL5509,Southwest,Alaska,Sitka,Pioneer Pioneer Enterprises,Corporate,Furniture,Reception Desk,849.99,430.0,33,23842.17,14190.0,9652.17,15,Emily Johnson
SO-14868,2022-03-15,2022-03-20,Wholesale,WARE-UHY1004,Midwest,Ohio,Cleveland,National Horizon Corp,Enterprise,Clothing,Fleece Hoodie,74.99,30.0,15,1012.35,450.0,562.35,10,Rachel Scott
